Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JQNQIV3U,conferencePaper,2020,"Allen, Meghan",Pedagogical and Curricular Practices for Computer Science Education with English Language Learners,Proceedings of the 2020 ACM Conference on International Computing Education Research,978-1-4503-7092-9,nan,10114533727823407108,httpsdoiorg10114533727823407108,"In many post-secondary institutions, English is the language of instruction in computer science, but our students may not be fluent in English I am interested in exploring the pedagogical and curricular practices that computer science faculty members use when teaching students who are English Language Learners ELL and do not have a common native language Identifying effective strategies for ELL students is one piece of creating an inclusive classroom Inclusive teaching provides an accessible learning environment for all students Universal Design for Learning is a framework that provides principles and guidelines which enable educators to create inclusive and accessible courses Evidence suggests that strategies that remove barriers for a group of students also improve learning for all I hypothesize that strategies that are effective for ELL students will also make computer science more accessible and inclusive for the entire student body As the first step in this research, I intend to survey Canadian teaching-focused faculty members to investigate which teaching strategies they use, whether they think these strategies are effective for ELL students, and whether they think those strategies are inclusive",2020-08-07,2024-01-25 221439,2024-02-06 175725,2023-12-08,330331,nan,nan,nan,nan,nan,nan,ICER '20,nan,nan,nan,Association for Computing Machinery,"New York, NY, USA",nan,nan,nan,nan,nan,ACM Digital Library,nan,nan,nan,nan,nan,Computer Science; Inclusion; Teaching Practices; Curriculum Review,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QJ9AGFU9,journalArticle,2019,"Holmes, N G; Roll, Ido; Bonn, D A",Participating in the Physics Lab Does Gender Matter,nan,nan,nan,nan,"httpsarxivorgpdf190503331textt20is20a20well2Dstudied,academia5B12C25D","Physics in Canada, 702, 84-86 2014 It is a well-studied notion that women are under-represented in the physical sciences, with a leaky pipeline metaphor describing how the number of women decreases at higher levels in academia1,2 It is unclear, however, where the major leaks exist and what factors are responsible for this2 Our focus here is on women in physics with an emphasis on practical laboratory work",2019,2024-01-25 221414,2024-04-25 163330,nan,nan,nan,nan,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Gender Diversity; Lab Course; Physics and Astronomy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98F8ILDM,conferencePaper,2009,"Acton, Donald; Voll, Kimberly; Wolfman, Steven; Yu, Benjamin",Pedagogical transformations in the UBC CS science education initiative,Proceedings of the 14th Western Canadian Conference on computing education,nan,nan,10114515362741536280,nan,"The UBC CS Science Education Initiative CSSEI has resulted in a number of research projects New teaching methods and student assessment instruments are introduced to engage student learning and evaluations of their understanding In this paper, we report four of these recent initiatives and their initial findings",2009,2024-01-25 221414,2024-04-16 164120,nan,3-8,nan,nan,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Computer Science; Assessment Tools; Teaching Practices,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
K3WZWQB3,journalArticle,2008,"Amershi, Saleema; Carenini, Giuseppe; Conati, Cristina; Mackworth, Alan K; Poole, David",Pedagogy and usability in interactive algorithm visualizations Designing and evaluating CIspace,Interacting with Computers,nan,0953-5438,101016jintcom200708003,nan,"Interactive algorithm visualizations AVs are powerful tools for teaching and learning concepts that are difficult to describe with static media alone However, while countless AVs exist, their widespread adoption by the academic community has not occurred due to usability problems and mixed results of pedagogical effectiveness reported in the AV and education literature This paper presents our experiences designing and evaluating CIspace, a set of interactive AVs for demonstrating fundamental Artificial Intelligence algorithms In particular, we first review related work on AVs and theories of learning Then, from this literature, we extract and compile a taxonomy of goals for designing interactive AVs that address key pedagogical and usability limitations of existing AVs We advocate that differentiating between goals and design features that implement these goals will help designers of AVs make more informed choices, especially considering the abundance of often conflicting and inconsistent design recommendations in the AV literature We also describe and present the results of a range of evaluations that we have conducted on CIspace that include semi-formal usability studies, usability surveys from actual students using CIspace as a course resource, and formal user studies designed to assess the pedagogical effectiveness of CIspace in terms of both knowledge gain and user preference Our main results show that i studying with our interactive AVs is at least as effective at increasing student knowledge as studying with carefully designed paper-based materials; ii students like using our interactive AVs more than studying with the paper-based materials; iii students use both our interactive AVs and paper-based materials in practice although they are divided when forced to choose between them; iv students find our interactive AVs generally easy to use and useful From these results, we conclude that while interactive AVs may not be universally preferred by students, it is beneficial to offer a variety of learning media to students to accommodate individual learning preferences We hope that our experiences will be informative for other developers of interactive AVs, and encourage educators to exploit these potentially powerful resources in classrooms and other learning environments Copyright 2008 Elsevier BV; Interactive algorithm visualizations AVs are powerful tools for teaching and learning concepts that are difficult to describe with static media alone However, while countless AVs exist, their widespread adoption by the academic community has not occurred due to usability problems and mixed results of pedagogical effectiveness reported in the AV and education literature This paper presents our experiences designing and evaluating CIspace, a set of interactive AVs for demonstrating fundamental Artificial Intelligence algorithms In particular, we first review related work on AVs and theories of learning Then, from this literature, we extract and compile a taxonomy of goals for designing interactive AVs that address key pedagogical and usability limitations of existing AVs We advocate that differentiating between goals and design features that implement these goals will help designers of AVs make more informed choices, especially considering the abundance of often conflicting and inconsistent design recommendations in the AV literature We also describe and present the results of a range of evaluations that we have conducted on CIspace that include semi-formal usability studies, usability surveys from actual students using CIspace as a course resource, and formal user studies designed to assess the pedagogical effectiveness of CIspace in terms of both knowledge gain and user preference Our main results show that i studying with our interactive AVs is at least as effective at increasing student knowledge as studying with carefully designed paper-based materials; ii students like using our interactive AVs more than studying with the paper-based materials; iii students use both our interactive AVs and paper-based materials in practice although they are divided when forced to choose between them; iv students find our interactive AVs generally easy to use and useful From these results, we conclude that while interactive AVs may not be universally preferred by students, it is beneficial to offer a variety of learning media to students to accommodate individual learning preferences We hope that our experiences will be informative for other developers of interactive AVs, and encourage educators to exploit these potentially powerful resources in classrooms and other learning environments C 2007 Elsevier BV All rights reserved; Interactive algorithm visualizations AVs are powerful tools for teaching and learning concepts that are difficult to describe with static media alone However, while countless AVs exist, their widespread adoption by the academic community has not occurred due to usability problems and mixed results of pedagogical effectiveness reported in the AV and education literature This paper presents our experiences designing and evaluating CIspace, a set of interactive AVs for demonstrating fundamental Artificial Intelligence algorithms In particular, we first review related work on AVs and theories of learning Then, from this literature, we extract and compile a taxonomy of goals for designing interactive AVs that address key pedagogical and usability limitations of existing AVs We advocate that differentiating between goals and design features that implement these goals will help designers of AVs make more informed choices, especially considering the abundance of often conflicting and inconsistent design recommendations in the AV literature We also describe and present the results of a range of evaluations that we have conducted on CIspace that include semi-formal usability studies, usability surveys from actual students using CIspace as a course resource, and formal user studies designed to assess the pedagogical effectiveness of CIspace in terms of both knowledge gain and user preference Our main results show that i studying with our interactive AVs is at least as effective at increasing student knowledge as studying with carefully designed paper-based materials; ii students like using our interactive AVs more than studying with the paper-based materials; iii students use both our interactive AVs and paper-based materials in practice although they are divided when forced to choose between them; iv students find our interactive AVs generally easy to use and useful From these results, we conclude that while interactive AVs may not be universally preferred by students, it is beneficial to offer a variety of learning media to students to accommodate individual learning preferences We hope that our experiences will be informative for other developers of interactive AVs, and encourage educators to exploit these potentially powerful resources in classrooms and other learning environments",2008,2024-01-25 221414,2024-02-06 175610,nan,64-96,nan,1,200,nan,Interact Comput,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Computer Science; Learning Technology; Teaching Resources Digital Other; Student Satisfaction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CJJ8KI45,conferencePaper,2020,"Vermette, Laton; McGrenere, Joanna; Chilana, Parmit K",Peek-through Customization Example-Based In-Context Sharing for Learning Management Systems,PROCEEDINGS OF THE 2020 ACM DESIGNING INTERACTIVE SYSTEMS CONFERENCE DIS 2020,978-1-4503-6974-9,nan,10114533572363395507,httpswwwwebofsciencecomapigatewayGWVersion2SrcAuthDynamicDOIConfProcSrcAppWOSKeyAID1011452F33572363395507DestAppDOISrcAppSIDUSW2EC0BC17Dv2hsniVHnNk1QlqXUSrcJTitlePROCEEDINGSOFTHE2020ACMDESIGNINGINTERACTIVESYSTEMSCONFERENCE28DIS202029DestDOIRegistrantNameAssociationforComputingMachinery,"Learning to use a learning management system LMS can often be complex and challenging for instructors who have little time to explore the application interface We ran formative interviews N10 suggesting that instructors often prefer to consult colleagues to seek examples of customizations and their explanations Based on our findings, we designed and developed Customizer, an in-context example-based customization sharing platform that runs atop a widely-used LMS and facilitates discovery of relevant customizations shared by peers Customizer allows instructors to experiment with shared customizations in familiar contexts by copying their course content into on-the-fly testing environments, minimizing any risk of breaking their live course setups Our usability evaluation N10 showed that most users found Customizer intuitive and useful, and that its exploratory interface was helpful in a variety of use cases Furthermore, many participants saw potential for Customizer to improve their workflows in other applications beyond educational contexts",2020,2024-01-25 221439,2024-02-06 175217,2024-01-17 224702,1155-1167,nan,nan,nan,nan,nan,Peek-through Customization,nan,nan,nan,nan,Assoc Computing Machinery,New York,English,nan,nan,nan,nan,Clarivate Analytics Web of Science,nan,Num Pages 13 Web of Science ID WOS000747501900086,nan,nan,nan,Computer Science; Learning Technology; Teaching Resources Digital Other; Personalized Learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ACM Designing Interactive Systems Conference DIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DF48HSEX,bookSection,2020,"Chasteen, Stephanie; Code, Warren; Sherman, Sarah Bean",Practical Advice for Partnering with and Coaching Faculty as an Embedded Educational Expert,Transforming Institutions Accelerating Systemic Change in Higher Education,nan,nan,nan,httpsopenbookslibraryumasseduascnti2020chapterchasteen-etal,nan,2020-12-15,2024-01-25 221439,2024-04-25 183230,2024-01-20 003434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,openbookslibraryumassedu,nan,Book Title Transforming Institutions Accelerating Systemic Change in Higher Education Publisher Pressbooks,nan,UsersivancheungZoterostorageCKNKWSXAchasteen-etalhtml,nan,Professional Development; Science Centre for Learning and Teaching Skylight,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EJ85Q2UE,webpage,2023,"Kalas, Pamela",Cell ploidy made simple Resources for students and instructors,nan,nan,nan,nan,httpsqubeshuborgpublications3882,"The concept of cell ploidy can be challenging for students to grasp This resource includes a short, informal instructional video and a worksheetset of clicker questions combo that allows students to check their understanding",2023-03-26,2024-01-25 221439,2024-04-24 175055,2023-12-20 215226,nan,nan,nan,nan,nan,nan,Cell ploidy made simple,nan,nan,nan,nan,nan,nan,en-gb,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorageITNUXZR91html,nan,Biology; Teaching Resources Digital Other; Teaching Resources Video,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9JIISCD3,conferencePaper,2010,"Caulkins, Joshua",Measuring novices' field mapping abilities using an in-class exercise based on expert task analysis,nan,nan,nan,nan,nan,nan,2010,2024-01-25 221414,2024-02-06 000320,nan,nan,nan,nan,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,httpswwweoasubccaresearchcwseiresourcesresearchcaulkins_AGU_Dec2010_EOS_SEIpdf,"Mentorship; Problem-Based Learning; Earth, Ocean and Atmospheric Sciences; Experiential Learning; Curriculum Review",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,American Geophysical Union AGU Annual Meeting,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5B95YW7U,journalArticle,2014,"Bussière, Guillaume; Stoodley, Robin; Yajima, Kano; Bagai, Abhimanyu; Popowich, Aleksandra K; Matthews, Nicholas E",Assembly of a Vacuum Chamber A Hands-On Approach To Introduce Mass Spectrometry,Journal of chemical education,nan,0021-9584,101021ed500405m,httpspubsacsorgdoi101021ed500405m,"Although vacuum technology is essential to many aspects of modern physical and analytical chemistry, vacuum experiments are rarely the focus of undergraduate laboratories We describe an experiment that introduces students to vacuum science and mass spectrometry The students first assemble a vacuum system, including a mass spectrometer While assembling the vacuum system students learn about the components and the conditions necessary to operate a mass spectrometer Then students use their assembled system to explore mass spectrometry; they use the mass spectrometer to diagnose vacuum conditions, then collect the mass spectrum of an unknown organic molecule, and propose the identity of the molecule ABSTRACT FROM AUTHOR",2014,2024-01-25 221414,2024-04-24 174017,nan,2163-2166,nan,12,910,nan,JChemEduc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,httpezproxylibraryubccaloginurlhttpsearchebscohostcomloginaspxdirecttruedbeueAN100203812siteehost-livescopesite,Chemistry; Lab Course; Undergraduate Students,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CFP5MENF,journalArticle,2016,"Slaughter, Kate; Bates, Simon",Mapping the transition Content and pedagogy across the school-university boundary,New Directions in the Teaching of Physical Sciences,nan,1740-9888,1029311ndtpsv0i5451,nan,"The period of transition for students from school to university is of great importance, however it is also potentially fraught with difficulties Incoming students are faced with a study environment very different to anything they have known before and often face a steep learning curve of new study skills and learning methods in order to keep afloat Whilst these factors are well recognised and have been addressed in literature, there is a growing recognition of the fact that how students perceive their chosen subject has a large impact on how they perform In fact it has been suggested that students'expectations of a subject may be better predictors of performance in tertiary education than the previous performance of students in school examinations",2016,2024-01-25 221414,2024-02-05 234856,nan,35-39,nan,5,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Introductory Courses; Student Attitudes; Physics and Astronomy; Curriculum Review,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TZN9IGVB,conferencePaper,2014,"Caulkins, Joshua; Hickey, Kenneth; Scoates, James; Harris, Sara","Mapping for Mastery Evolution of the Oliver Field School, University of British Columbia",nan,nan,nan,nan,nan,nan,2014,2024-01-25 221414,2024-02-05 234748,nan,nan,nan,nan,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,httpwwwcwseiubccaSEI_researchfilesGeo_OceanCaulkins-etal_UBC-Field-School_Talk_GSA2014pdf,"Learning Environment; Research Experience; Earth, Ocean and Atmospheric Sciences; Experiential Learning",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Geological Society of America GSA Annual Meeting,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Q29XPND6,conferencePaper,2021,"MacLean, Karon E; Schneider, Oliver; WeillDuflos, Antoine; Levesque, Vincent; Irani, Pourang; Cooperstock, Jeremy R",CanHap 501 Learning Haptic UX Design in Remote Teams,2021 IEEE World Haptics Conference WHC,nan,nan,101109WHC4913120219517152,httpsieeexploreieeeorgabstractdocument9517152,"We describe the graduate-level CanHap 501 wikicanhapticsca course, an introduction to the inception, creation and evaluation of haptic and multimodal human-computer interfaces The course covers perceptual and attentional foundations, and emphasizes control andor display of computed sensations and environments through haptic devices to users sense of touch for the purpose of haptic communicationeg, signalling, social and affective touch, and sharing of control between humans and smart systems",2021-07,2024-01-25 221439,2024-02-05 234441,2024-01-23 222743,348-348,nan,nan,nan,nan,nan,CanHap 501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IEEE Xplore,nan,nan,nan,UsersivancheungZoterostorageFZ4RMQNI9517152html; UsersivancheungZoterostorageQL35GKB8MacLean et al - 2021 - CanHap 501 Learning Haptic UX Design in Remote Tepdf,nan,Computer Science; Teaching Resources Digital Other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2021 IEEE World Haptics Conference WHC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
E38AQZIV,conferencePaper,2018,"Baniassad, Elisa",Making the liskov substitution principle happy and sad,Proceedings of the 40th International Conference on Software Engineering Software Engineering Education and Training,978-1-4503-5660-2,nan,10114531833773183392,httpsdoiorg10114531833773183392,"The Liskov Substitution Principle states, among other constraints, that a subtype is not substitutable for its super type if it strengthens its operations' preconditions, or weakens its operations' postconditions We found that students in two subsequent courses had trouble remembering these rules Their major stumbling block appeared to be recalling which condition pre- or post- could be strengthened and which could be weakened We developed a simple visual reminder to help A method is happy if it is substitutable---A smile is wider at the top than at the bottom, suggesting weakerlooserwider preconditions, and strongertighternarrower post conditions; A method is sad if it isn't substitutable---a frown is narrower at the top, suggesting strongertighternarrower preconditions, and wider at the bottom, suggesting weakerlooserwider postconditions Though the technique is far from perfect, we found that it allowed students to move on to the more interesting design questions around the LSP",2018-05-27,2024-01-25 221439,2024-02-05 234437,2023-12-04,1720,nan,nan,nan,nan,nan,nan,ICSE-SEET '18,nan,nan,nan,Association for Computing Machinery,"New York, NY, USA",nan,nan,nan,nan,nan,ACM Digital Library,nan,nan,nan,nan,nan,Computer Science; Learning Strategies,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QDDFQL76,conferencePaper,2002,"Wolfman, Steven",Making lemonade exploring the bright side of large lecture classes,Proceedings of the 33rd SIGCSE technical symposium on computer science education,nan,nan,101145563340563441,nan,"Pedagogy of large lecture classes has traditionally focussed on deemphasizing the problems their size creates This approach has yielded valuable practical advice for instructors However, this paper argues that there are pedagogical advantages to the large lecture format and that exploiting these advantages can further improve classroom instruction I present some advantages of large classes and anecdotes that demonstrate how to exploit these advantages",2002,2024-01-25 221414,2024-04-15 235131,nan,257-261,nan,nan,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Computer Science; Learning Environment; Large Class,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YGSTXF5U,journalArticle,2021,"Srivastava, Diane S; Winter, Marten; Gross, Louis J; Metzger, Jean Paul; Baron, Jill S; Mouquet, Nicolas; Meagher, Thomas R; Halpern, Benjamin S; Pillar, Valério D",Maintaining momentum for collaborative working groups in a post-pandemic world,Nature Ecology  Evolution,nan,nan,nan,httpswwwnaturecomarticless41559-021-01521-0,nan,2021,2024-01-25 221439,2024-02-05 233558,2024-01-23 210726,11881189,nan,9,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Google Scholar,nan,Publisher Nature Publishing Group UK London,nan,UsersivancheungZoterostorageEQDQPEEIs41559-021-01521-0html,nan,Biology; Group Work,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
XPUEGGB8,journalArticle,2022,"Chan, Bec; Stewart, Jaclyn J",Listening to Nonbinary Chemistry Students Nonacademic Roadblocks to Success,Journal of Chemical Education,nan,0021-9584,101021acsjchemed1c00498,httpsdoiorg101021acsjchemed1c00498,"We conducted semistructured interviews to investigate the experience of two nonbinary students in an undergraduate chemistry program Students described experiences with struggling with identity, hiding identity as a form of defense, discrimination by peers based on perceived gender, perceptions of unsympathetic instructors, and mental health struggles They also identified the following factors that helped them succeed in their education desire to learn, connecting with peers, and active support from mentors Based on these findings, we recommend that instructors engage with topics outside of traditional course content, facilitate peer collaboration, acknowledge that there could be trans, nonbinary, and Two Spirit individuals in the classroom, and recognize that not all students are the same Chemistry educators who implement these strategies will create a more respectful learning environment for trans, nonbinary, and Two Spirit students",2022-01-11,2024-01-25 221439,2024-02-05 232822,2023-12-21 190708,409-416,nan,1,990,nan,J Chem Educ,Listening to Nonbinary Chemistry Students,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ACS Publications,nan,Publisher American Chemical Society,nan,UsersivancheungZoterostorage6AQ3MVGWChan and Stewart - 2022 - Listening to Nonbinary Chemistry Students Nonacadpdf,nan,Inclusion; Science Centre for Learning and Teaching Skylight; Gender Diversity,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
